,Tarih,Deger,Yil,Ay,Gun,HaftaninGunu,Dunku_Deger
537,2022-05-28,28.996,2022,5,28,5,28.733
538,2022-05-29,29.141,2022,5,29,6,28.996
539,2022-05-30,31.249,2022,5,30,0,29.141
540,2022-05-31,31.753,2022,5,31,1,31.249
541,2022-06-01,29.645,2022,6,1,2,31.753
542,2022-06-02,30.233,2022,6,2,3,29.645
543,2022-06-03,29.634,2022,6,3,4,30.233
544,2022-06-04,29.724,2022,6,4,5,29.634
545,2022-06-05,29.926,2022,6,5,6,29.724
546,2022-06-06,31.447,2022,6,6,0,29.926
547,2022-06-07,31.339,2022,6,7,1,31.447
548,2022-06-08,30.18,2022,6,8,2,31.339
549,2022-06-09,30.146,2022,6,9,3,30.18
550,2022-06-10,29.183,2022,6,10,4,30.146
551,2022-06-11,28.376,2022,6,11,5,29.183
552,2022-06-12,27.372,2022,6,12,6,28.376
553,2022-06-13,23.236,2022,6,13,0,27.372
554,2022-06-14,21.977,2022,6,14,1,23.236
555,2022-06-15,21.668,2022,6,15,2,21.977
556,2022-06-16,20.675,2022,6,16,3,21.668
557,2022-06-17,20.629,2022,6,17,4,20.675
558,2022-06-18,17.76,2022,6,18,5,20.629
559,2022-06-19,20.564,2022,6,19,6,17.76
560,2022-06-20,20.428,2022,6,20,0,20.564
561,2022-06-21,20.841,2022,6,21,1,20.428
562,2022-06-22,19.885,2022,6,22,2,20.841
563,2022-06-23,20.783,2022,6,23,3,19.885
564,2022-06-24,21.144,2022,6,24,4,20.783
565,2022-06-25,21.205,2022,6,25,5,21.144
566,2022-06-26,21.393,2022,6,26,6,21.205
567,2022-06-27,20.895,2022,6,27,0,21.393
568,2022-06-28,20.252,2022,6,28,1,20.895
569,2022-06-29,20.186,2022,6,29,2,20.252
570,2022-06-30,18.73,2022,6,30,3,20.186
571,2022-07-01,19.407,2022,7,1,4,18.73
572,2022-07-02,19.237,2022,7,2,5,19.407
573,2022-07-03,19.422,2022,7,3,6,19.237
574,2022-07-04,19.743,2022,7,4,0,19.422
575,2022-07-05,20.466,2022,7,5,1,19.743
576,2022-07-06,20.395,2022,7,6,2,20.466
577,2022-07-07,21.601,2022,7,7,3,20.395
578,2022-07-08,21.826,2022,7,8,4,21.601
579,2022-07-09,21.676,2022,7,9,5,21.826
580,2022-07-10,20.96,2022,7,10,6,21.676
581,2022-07-11,20.385,2022,7,11,0,20.96
582,2022-07-12,19.438,2022,7,12,1,20.385
583,2022-07-13,19.652,2022,7,13,2,19.438
584,2022-07-14,20.667,2022,7,14,3,19.652
585,2022-07-15,20.913,2022,7,15,4,20.667
586,2022-07-16,21.151,2022,7,16,5,20.913
587,2022-07-17,20.927,2022,7,17,6,21.151
588,2022-07-18,21.515,2022,7,18,0,20.927
589,2022-07-19,23.305,2022,7,19,1,21.515
590,2022-07-20,23.299,2022,7,20,2,23.305
591,2022-07-21,23.154,2022,7,21,3,23.299
592,2022-07-22,22.6,2022,7,22,4,23.154
593,2022-07-23,22.314,2022,7,23,5,22.6
594,2022-07-24,22.745,2022,7,24,6,22.314
595,2022-07-25,22.163,2022,7,25,0,22.745
596,2022-07-26,20.971,2022,7,26,1,22.163
597,2022-07-27,22.776,2022,7,27,2,20.971
598,2022-07-28,24.032,2022,7,28,3,22.776
599,2022-07-29,23.957,2022,7,29,4,24.032
600,2022-07-30,23.983,2022,7,30,5,23.957
601,2022-07-31,23.808,2022,7,31,6,23.983
602,2022-08-01,23.031,2022,8,1,0,23.808
603,2022-08-02,23.022,2022,8,2,1,23.031
604,2022-08-03,23.328,2022,8,3,2,23.022
605,2022-08-04,22.501,2022,8,4,3,23.328
606,2022-08-05,22.97,2022,8,5,4,22.501
607,2022-08-06,23.172,2022,8,6,5,22.97
608,2022-08-07,23.267,2022,8,7,6,23.172
609,2022-08-08,24.078,2022,8,8,0,23.267
610,2022-08-09,23.135,2022,8,9,1,24.078
611,2022-08-10,23.873,2022,8,10,2,23.135
612,2022-08-11,24.217,2022,8,11,3,23.873
613,2022-08-12,24.241,2022,8,12,4,24.217
614,2022-08-13,24.505,2022,8,13,5,24.241
615,2022-08-14,24.327,2022,8,14,6,24.505
616,2022-08-15,24.062,2022,8,15,0,24.327
617,2022-08-16,23.974,2022,8,16,1,24.062
618,2022-08-17,23.403,2022,8,17,2,23.974
619,2022-08-18,23.413,2022,8,18,3,23.403
620,2022-08-19,21.276,2022,8,19,4,23.413
621,2022-08-20,20.859,2022,8,20,5,21.276
622,2022-08-21,21.519,2022,8,21,6,20.859
623,2022-08-22,21.107,2022,8,22,0,21.519
624,2022-08-23,21.486,2022,8,23,1,21.107
625,2022-08-24,21.7,2022,8,24,2,21.486
626,2022-08-25,21.644,2022,8,25,3,21.7
627,2022-08-26,20.661,2022,8,26,4,21.644
628,2022-08-27,19.988,2022,8,27,5,20.661
629,2022-08-28,19.989,2022,8,28,6,19.988
630,2022-08-29,20.182,2022,8,29,0,19.989
631,2022-08-30,19.969,2022,8,30,1,20.182
632,2022-08-31,20.209,2022,8,31,2,19.969
633,2022-09-01,20.075,2022,9,1,3,20.209
634,2022-09-02,19.968,2022,9,2,4,20.075
635,2022-09-03,19.738,2022,9,3,5,19.968
636,2022-09-04,19.907,2022,9,4,6,19.738
637,2022-09-05,19.753,2022,9,5,0,19.907
638,2022-09-06,18.954,2022,9,6,1,19.753
639,2022-09-07,19.402,2022,9,7,2,18.954
640,2022-09-08,19.369,2022,9,8,3,19.402
641,2022-09-09,21.284,2022,9,9,4,19.369
642,2022-09-10,21.411,2022,9,10,5,21.284
643,2022-09-11,21.637,2022,9,11,6,21.411
644,2022-09-12,22.408,2022,9,12,0,21.637
645,2022-09-13,20.244,2022,9,13,1,22.408
646,2022-09-14,19.957,2022,9,14,2,20.244
647,2022-09-15,19.841,2022,9,15,3,19.957
648,2022-09-16,19.727,2022,9,16,4,19.841
649,2022-09-17,20.078,2022,9,17,5,19.727
650,2022-09-18,19.718,2022,9,18,6,20.078
651,2022-09-19,19.515,2022,9,19,0,19.718
652,2022-09-20,18.964,2022,9,20,1,19.515
653,2022-09-21,18.894,2022,9,21,2,18.964
654,2022-09-22,19.246,2022,9,22,3,18.894
655,2022-09-23,18.85,2022,9,23,4,19.246
656,2022-09-24,19.144,2022,9,24,5,18.85
657,2022-09-25,18.91,2022,9,25,6,19.144
658,2022-09-26,19.119,2022,9,26,0,18.91
659,2022-09-27,19.059,2022,9,27,1,19.119
660,2022-09-28,19.567,2022,9,28,2,19.059
661,2022-09-29,19.5,2022,9,29,3,19.567
662,2022-09-30,19.424,2022,9,30,4,19.5
663,2022-10-01,19.247,2022,10,1,5,19.424
664,2022-10-02,19.235,2022,10,2,6,19.247
665,2022-10-03,19.593,2022,10,3,0,19.235
666,2022-10-04,20.35,2022,10,4,1,19.593
667,2022-10-05,20.025,2022,10,5,2,20.35
668,2022-10-06,20.045,2022,10,6,3,20.025
669,2022-10-07,19.553,2022,10,7,4,20.045
670,2022-10-08,19.451,2022,10,8,5,19.553
671,2022-10-09,19.486,2022,10,9,6,19.451
672,2022-10-10,19.242,2022,10,10,0,19.486
673,2022-10-11,19.018,2022,10,11,1,19.242
674,2022-10-12,19.161,2022,10,12,2,19.018
675,2022-10-13,19.384,2022,10,13,3,19.161
676,2022-10-14,19.185,2022,10,14,4,19.384
677,2022-10-15,19.1,2022,10,15,5,19.185
678,2022-10-16,19.334,2022,10,16,6,19.1
679,2022-10-17,19.532,2022,10,17,0,19.334
680,2022-10-18,19.372,2022,10,18,1,19.532
681,2022-10-19,19.199,2022,10,19,2,19.372
682,2022-10-20,19.026,2022,10,20,3,19.199
683,2022-10-21,19.179,2022,10,21,4,19.026
684,2022-10-22,19.217,2022,10,22,5,19.179
685,2022-10-23,19.497,2022,10,23,6,19.217
686,2022-10-24,19.375,2022,10,24,0,19.497
687,2022-10-25,20.196,2022,10,25,1,19.375
688,2022-10-26,20.756,2022,10,26,2,20.196
689,2022-10-27,20.409,2022,10,27,3,20.756
690,2022-10-28,20.644,2022,10,28,4,20.409
691,2022-10-29,20.862,2022,10,29,5,20.644
692,2022-10-30,20.691,2022,10,30,6,20.862
693,2022-10-31,20.41,2022,10,31,0,20.691
694,2022-11-01,20.477,2022,11,1,1,20.41
695,2022-11-02,20.182,2022,11,2,2,20.477
696,2022-11-03,20.24,2022,11,3,3,20.182
697,2022-11-04,21.141,2022,11,4,4,20.24
698,2022-11-05,21.355,2022,11,5,5,21.141
699,2022-11-06,21.204,2022,11,6,6,21.355
700,2022-11-07,20.816,2022,11,7,0,21.204
701,2022-11-08,18.173,2022,11,8,1,20.816
702,2022-11-09,16.222,2022,11,9,2,18.173
703,2022-11-10,18.09,2022,11,10,3,16.222
704,2022-11-11,16.652,2022,11,11,4,18.09
705,2022-11-12,16.798,2022,11,12,5,16.652
706,2022-11-13,16.46,2022,11,13,6,16.798
707,2022-11-14,16.266,2022,11,14,0,16.46
708,2022-11-15,16.824,2022,11,15,1,16.266
709,2022-11-16,16.564,2022,11,16,2,16.824
710,2022-11-17,16.676,2022,11,17,3,16.564
711,2022-11-18,16.619,2022,11,18,4,16.676
712,2022-11-19,16.616,2022,11,19,5,16.619
713,2022-11-20,16.512,2022,11,20,6,16.616
714,2022-11-21,15.8,2022,11,21,0,16.512
715,2022-11-22,16.116,2022,11,22,1,15.8
716,2022-11-23,16.577,2022,11,23,2,16.116
717,2022-11-24,16.552,2022,11,24,3,16.577
718,2022-11-25,16.516,2022,11,25,4,16.552
719,2022-11-26,16.493,2022,11,26,5,16.516
720,2022-11-27,16.551,2022,11,27,6,16.493
721,2022-11-28,16.253,2022,11,28,0,16.551
722,2022-11-29,16.488,2022,11,29,1,16.253
723,2022-11-30,17.086,2022,11,30,2,16.488
724,2022-12-01,16.912,2022,12,1,3,17.086
725,2022-12-02,17.017,2022,12,2,4,16.912
726,2022-12-03,16.934,2022,12,3,5,17.017
727,2022-12-04,17.093,2022,12,4,6,16.934
728,2022-12-05,16.944,2022,12,5,0,17.093
729,2022-12-06,16.992,2022,12,6,1,16.944
730,2022-12-07,16.828,2022,12,7,2,16.992
731,2022-12-08,17.18,2022,12,8,3,16.828
732,2022-12-09,17.107,2022,12,9,4,17.18
733,2022-12-10,17.173,2022,12,10,5,17.107
734,2022-12-11,17.111,2022,12,11,6,17.173
735,2022-12-12,17.126,2022,12,12,0,17.111
736,2022-12-13,17.754,2022,12,13,1,17.126
737,2022-12-14,17.783,2022,12,14,2,17.754
738,2022-12-15,17.412,2022,12,15,3,17.783
739,2022-12-16,16.874,2022,12,16,4,17.412
740,2022-12-17,16.703,2022,12,17,5,16.874
741,2022-12-18,16.759,2022,12,18,6,16.703
742,2022-12-19,16.605,2022,12,19,0,16.759
743,2022-12-20,16.861,2022,12,20,1,16.605
744,2022-12-21,16.777,2022,12,21,2,16.861
745,2022-12-22,16.782,2022,12,22,3,16.777
746,2022-12-23,16.806,2022,12,23,4,16.782
747,2022-12-24,16.839,2022,12,24,5,16.806
748,2022-12-25,16.766,2022,12,25,6,16.839
749,2022-12-26,16.84,2022,12,26,0,16.766
750,2022-12-27,16.661,2022,12,27,1,16.84
751,2022-12-28,16.589,2022,12,28,2,16.661
752,2022-12-29,16.593,2022,12,29,3,16.589
753,2022-12-30,16.553,2022,12,30,4,16.593
754,2022-12-31,16.56,2022,12,31,5,16.553
755,2023-01-01,16.595,2023,1,1,6,16.56
756,2023-01-02,16.722,2023,1,2,0,16.595
757,2023-01-03,16.657,2023,1,3,1,16.722
758,2023-01-04,16.803,2023,1,4,2,16.657
759,2023-01-05,16.851,2023,1,5,3,16.803
760,2023-01-06,16.89,2023,1,6,4,16.851
761,2023-01-07,16.943,2023,1,7,5,16.89
762,2023-01-08,16.964,2023,1,8,6,16.943
763,2023-01-09,17.205,2023,1,9,0,16.964
764,2023-01-10,17.473,2023,1,10,1,17.205
765,2023-01-11,17.556,2023,1,11,2,17.473
766,2023-01-12,19.054,2023,1,12,3,17.556
767,2023-01-13,19.462,2023,1,13,4,19.054
768,2023-01-14,20.881,2023,1,14,5,19.462
769,2023-01-15,20.909,2023,1,15,6,20.881
770,2023-01-16,21.283,2023,1,16,0,20.909
771,2023-01-17,21.373,2023,1,17,1,21.283
772,2023-01-18,20.714,2023,1,18,2,21.373
773,2023-01-19,21.099,2023,1,19,3,20.714
774,2023-01-20,22.287,2023,1,20,4,21.099
775,2023-01-21,23.143,2023,1,21,5,22.287
776,2023-01-22,22.447,2023,1,22,6,23.143
777,2023-01-23,23.007,2023,1,23,0,22.447
778,2023-01-24,23.021,2023,1,24,1,23.007
779,2023-01-25,22.932,2023,1,25,2,23.021
780,2023-01-26,23.125,2023,1,26,3,22.932
781,2023-01-27,23.109,2023,1,27,4,23.125
782,2023-01-28,22.982,2023,1,28,5,23.109
783,2023-01-29,23.707,2023,1,29,6,22.982
784,2023-01-30,22.682,2023,1,30,0,23.707
785,2023-01-31,23.103,2023,1,31,1,22.682
786,2023-02-01,23.559,2023,2,1,2,23.103
787,2023-02-02,23.817,2023,2,2,3,23.559
788,2023-02-03,23.334,2023,2,3,4,23.817
789,2023-02-04,23.413,2023,2,4,5,23.334
790,2023-02-05,22.881,2023,2,5,6,23.413
791,2023-02-06,23.006,2023,2,6,0,22.881
792,2023-02-07,23.214,2023,2,7,1,23.006
793,2023-02-08,22.842,2023,2,8,2,23.214
794,2023-02-09,21.999,2023,2,9,3,22.842
795,2023-02-10,21.725,2023,2,10,4,21.999
796,2023-02-11,21.676,2023,2,11,5,21.725
797,2023-02-12,21.972,2023,2,12,6,21.676
798,2023-02-13,21.671,2023,2,13,0,21.972
799,2023-02-14,22.248,2023,2,14,1,21.671
800,2023-02-15,24.141,2023,2,15,2,22.248
801,2023-02-16,24.563,2023,2,16,3,24.141
802,2023-02-17,24.8,2023,2,17,4,24.563
803,2023-02-18,24.596,2023,2,18,5,24.8
804,2023-02-19,24.51,2023,2,19,6,24.596
805,2023-02-20,24.808,2023,2,20,0,24.51
806,2023-02-21,24.472,2023,2,21,1,24.808
807,2023-02-22,23.78,2023,2,22,2,24.472
808,2023-02-23,23.94,2023,2,23,3,23.78
809,2023-02-24,23.231,2023,2,24,4,23.94
810,2023-02-25,22.915,2023,2,25,5,23.231
811,2023-02-26,23.647,2023,2,26,6,22.915
812,2023-02-27,23.324,2023,2,27,0,23.647
813,2023-02-28,23.292,2023,2,28,1,23.324
814,2023-03-01,23.417,2023,3,1,2,23.292
815,2023-03-02,23.463,2023,3,2,3,23.417
816,2023-03-03,22.319,2023,3,3,4,23.463
817,2023-03-04,22.244,2023,3,4,5,22.319
818,2023-03-05,22.41,2023,3,5,6,22.244
819,2023-03-06,22.359,2023,3,6,0,22.41
820,2023-03-07,22.051,2023,3,7,1,22.359
821,2023-03-08,22.087,2023,3,8,2,22.051
822,2023-03-09,20.139,2023,3,9,3,22.087
823,2023-03-10,19.981,2023,3,10,4,20.139
824,2023-03-11,20.475,2023,3,11,5,19.981
825,2023-03-12,21.415,2023,3,12,6,20.475
826,2023-03-13,24.238,2023,3,13,0,21.415
827,2023-03-14,24.724,2023,3,14,1,24.238
828,2023-03-15,24.413,2023,3,15,2,24.724
829,2023-03-16,24.704,2023,3,16,3,24.413
830,2023-03-17,26.776,2023,3,17,4,24.704
831,2023-03-18,27.39,2023,3,18,5,26.776
832,2023-03-19,27.971,2023,3,19,6,27.39
833,2023-03-20,28.073,2023,3,20,0,27.971
834,2023-03-21,28.139,2023,3,21,1,28.073
835,2023-03-22,27.337,2023,3,22,2,28.139
836,2023-03-23,28.321,2023,3,23,3,27.337
837,2023-03-24,27.622,2023,3,24,4,28.321
838,2023-03-25,27.383,2023,3,25,5,27.622
839,2023-03-26,27.814,2023,3,26,6,27.383
840,2023-03-27,27.054,2023,3,27,0,27.814
841,2023-03-28,27.325,2023,3,28,1,27.054
842,2023-03-29,28.393,2023,3,29,2,27.325
843,2023-03-30,28.166,2023,3,30,3,28.393
844,2023-03-31,28.395,2023,3,31,4,28.166
845,2023-04-01,28.47,2023,4,1,5,28.395
846,2023-04-02,28.089,2023,4,2,6,28.47
847,2023-04-03,27.596,2023,4,3,0,28.089
848,2023-04-04,28.257,2023,4,4,1,27.596
849,2023-04-05,28.151,2023,4,5,2,28.257
850,2023-04-06,27.989,2023,4,6,3,28.151
851,2023-04-07,27.888,2023,4,7,4,27.989
852,2023-04-08,27.934,2023,4,8,5,27.888
853,2023-04-09,28.134,2023,4,9,6,27.934
854,2023-04-10,29.138,2023,4,10,0,28.134
855,2023-04-11,30.176,2023,4,11,1,29.138
856,2023-04-12,29.965,2023,4,12,2,30.176
857,2023-04-13,30.28,2023,4,13,3,29.965
858,2023-04-14,30.451,2023,4,14,4,30.28
859,2023-04-15,30.294,2023,4,15,5,30.451
860,2023-04-16,30.35,2023,4,16,6,30.294
861,2023-04-17,29.465,2023,4,17,0,30.35
862,2023-04-18,30.416,2023,4,18,1,29.465
863,2023-04-19,29.254,2023,4,19,2,30.416
864,2023-04-20,28.216,2023,4,20,3,29.254
865,2023-04-21,27.285,2023,4,21,4,28.216
866,2023-04-22,27.657,2023,4,22,5,27.285
867,2023-04-23,27.517,2023,4,23,6,27.657
868,2023-04-24,27.455,2023,4,24,0,27.517
869,2023-04-25,27.999,2023,4,25,1,27.455
870,2023-04-26,28.288,2023,4,26,2,27.999
871,2023-04-27,29.604,2023,4,27,3,28.288
872,2023-04-28,29.33,2023,4,28,4,29.604
873,2023-04-29,29.246,2023,4,29,5,29.33
874,2023-04-30,29.328,2023,4,30,6,29.246
875,2023-05-01,27.706,2023,5,1,0,29.328
876,2023-05-02,28.688,2023,5,2,1,27.706
877,2023-05-03,28.525,2023,5,3,2,28.688
878,2023-05-04,28.874,2023,5,4,3,28.525
879,2023-05-05,29.513,2023,5,5,4,28.874
880,2023-05-06,28.815,2023,5,6,5,29.513
881,2023-05-07,28.921,2023,5,7,6,28.815
882,2023-05-08,27.556,2023,5,8,0,28.921
883,2023-05-09,27.649,2023,5,9,1,27.556
884,2023-05-10,27.855,2023,5,10,2,27.649
885,2023-05-11,27.002,2023,5,11,3,27.855
886,2023-05-12,26.448,2023,5,12,4,27.002
887,2023-05-13,26.909,2023,5,13,5,26.448
888,2023-05-14,26.946,2023,5,14,6,26.909
889,2023-05-15,27.347,2023,5,15,0,26.946
890,2023-05-16,26.954,2023,5,16,1,27.347
891,2023-05-17,27.341,2023,5,17,2,26.954
892,2023-05-18,26.728,2023,5,18,3,27.341
893,2023-05-19,26.837,2023,5,19,4,26.728
894,2023-05-20,27.016,2023,5,20,5,26.837
895,2023-05-21,26.854,2023,5,21,6,27.016
896,2023-05-22,26.907,2023,5,22,0,26.854
897,2023-05-23,27.223,2023,5,23,1,26.907
898,2023-05-24,26.412,2023,5,24,2,27.223
899,2023-05-25,26.492,2023,5,25,3,26.412
900,2023-05-26,26.752,2023,5,26,4,26.492
901,2023-05-27,26.752,2023,5,27,5,26.752
902,2023-05-28,27.56,2023,5,28,6,26.752
903,2023-05-29,27.694,2023,5,29,0,27.56
904,2023-05-30,27.78,2023,5,30,1,27.694
905,2023-05-31,27.112,2023,5,31,2,27.78
906,2023-06-01,26.867,2023,6,1,3,27.112
907,2023-06-02,27.179,2023,6,2,4,26.867
908,2023-06-03,27.077,2023,6,3,5,27.179
909,2023-06-04,27.245,2023,6,4,6,27.077
910,2023-06-05,25.648,2023,6,5,0,27.245
911,2023-06-06,26.979,2023,6,6,1,25.648
912,2023-06-07,26.376,2023,6,7,2,26.979
913,2023-06-08,26.632,2023,6,8,3,26.376
914,2023-06-09,26.454,2023,6,9,4,26.632
915,2023-06-10,25.772,2023,6,10,5,26.454
916,2023-06-11,26.144,2023,6,11,6,25.772
917,2023-06-12,25.901,2023,6,12,0,26.144
918,2023-06-13,25.866,2023,6,13,1,25.901
919,2023-06-14,24.91,2023,6,14,2,25.866
920,2023-06-15,25.481,2023,6,15,3,24.91
921,2023-06-16,26.382,2023,6,16,4,25.481
922,2023-06-17,26.533,2023,6,17,5,26.382
923,2023-06-18,26.471,2023,6,18,6,26.533
924,2023-06-19,26.718,2023,6,19,0,26.471
925,2023-06-20,28.146,2023,6,20,1,26.718
926,2023-06-21,29.947,2023,6,21,2,28.146
927,2023-06-22,30.161,2023,6,22,3,29.947
928,2023-06-23,30.917,2023,6,23,4,30.161
929,2023-06-24,30.519,2023,6,24,5,30.917
930,2023-06-25,30.376,2023,6,25,6,30.519
931,2023-06-26,30.16,2023,6,26,0,30.376
932,2023-06-27,30.657,2023,6,27,1,30.16
933,2023-06-28,30.094,2023,6,28,2,30.657
934,2023-06-29,30.404,2023,6,29,3,30.094
935,2023-06-30,30.394,2023,6,30,4,30.404
936,2023-07-01,30.583,2023,7,1,5,30.394
937,2023-07-02,30.587,2023,7,2,6,30.583
938,2023-07-03,31.134,2023,7,3,0,30.587
939,2023-07-04,30.805,2023,7,4,1,31.134
940,2023-07-05,30.468,2023,7,5,2,30.805
941,2023-07-06,30.312,2023,7,6,3,30.468
942,2023-07-07,30.267,2023,7,7,4,30.312
943,2023-07-08,30.156,2023,7,8,5,30.267
944,2023-07-09,30.2,2023,7,9,6,30.156
945,2023-07-10,30.779,2023,7,10,0,30.2
946,2023-07-11,30.57,2023,7,11,1,30.779
947,2023-07-12,30.346,2023,7,12,2,30.57
948,2023-07-13,31.37,2023,7,13,3,30.346
949,2023-07-14,30.196,2023,7,14,4,31.37
950,2023-07-15,30.318,2023,7,15,5,30.196
951,2023-07-16,30.29,2023,7,16,6,30.318
952,2023-07-17,29.93,2023,7,17,0,30.29
953,2023-07-18,29.778,2023,7,18,1,29.93
954,2023-07-19,29.97,2023,7,19,2,29.778
955,2023-07-20,29.74,2023,7,20,3,29.97
956,2023-07-21,29.884,2023,7,21,4,29.74
957,2023-07-22,29.829,2023,7,22,5,29.884
958,2023-07-23,30.147,2023,7,23,6,29.829
959,2023-07-24,29.15,2023,7,24,0,30.147
960,2023-07-25,29.232,2023,7,25,1,29.15
961,2023-07-26,29.595,2023,7,26,2,29.232
962,2023-07-27,29.143,2023,7,27,3,29.595
963,2023-07-28,29.342,2023,7,28,4,29.143
964,2023-07-29,29.356,2023,7,29,5,29.342
965,2023-07-30,29.266,2023,7,30,6,29.356
966,2023-07-31,29.202,2023,7,31,0,29.266
967,2023-08-01,29.21,2023,8,1,1,29.202
968,2023-08-02,29.131,2023,8,2,2,29.21
969,2023-08-03,29.306,2023,8,3,3,29.131
970,2023-08-04,28.938,2023,8,4,4,29.306
971,2023-08-05,29.027,2023,8,5,5,28.938
972,2023-08-06,29.093,2023,8,6,6,29.027
973,2023-08-07,29.163,2023,8,7,0,29.093
974,2023-08-08,29.946,2023,8,8,1,29.163
975,2023-08-09,29.466,2023,8,9,2,29.946
976,2023-08-10,29.416,2023,8,10,3,29.466
977,2023-08-11,29.384,2023,8,11,4,29.416
978,2023-08-12,29.408,2023,8,12,5,29.384
979,2023-08-13,29.406,2023,8,13,6,29.408
980,2023-08-14,29.368,2023,8,14,0,29.406
981,2023-08-15,29.173,2023,8,15,1,29.368
982,2023-08-16,28.932,2023,8,16,2,29.173
983,2023-08-17,27.616,2023,8,17,3,28.932
984,2023-08-18,26.064,2023,8,18,4,27.616
985,2023-08-19,26.052,2023,8,19,5,26.064
986,2023-08-20,26.224,2023,8,20,6,26.052
987,2023-08-21,26.104,2023,8,21,0,26.224
988,2023-08-22,25.86,2023,8,22,1,26.104
989,2023-08-23,26.588,2023,8,23,2,25.86
990,2023-08-24,25.952,2023,8,24,3,26.588
991,2023-08-25,26.056,2023,8,25,4,25.952
992,2023-08-26,26.022,2023,8,26,5,26.056
993,2023-08-27,26.083,2023,8,27,6,26.022
994,2023-08-28,25.978,2023,8,28,0,26.083
995,2023-08-29,27.588,2023,8,29,1,25.978
996,2023-08-30,27.241,2023,8,30,2,27.588
997,2023-08-31,26.005,2023,8,31,3,27.241
998,2023-09-01,25.765,2023,9,1,4,26.005
999,2023-09-02,25.845,2023,9,2,5,25.765
1000,2023-09-03,26.045,2023,9,3,6,25.845
1001,2023-09-04,25.836,2023,9,4,0,26.045
1002,2023-09-05,25.706,2023,9,5,1,25.836
1003,2023-09-06,25.671,2023,9,6,2,25.706
1004,2023-09-07,26.009,2023,9,7,3,25.671
1005,2023-09-08,25.898,2023,9,8,4,26.009
1006,2023-09-09,25.861,2023,9,9,5,25.898
1007,2023-09-10,25.816,2023,9,10,6,25.861
1008,2023-09-11,25.078,2023,9,11,0,25.816
1009,2023-09-12,26.08,2023,9,12,1,25.078
1010,2023-09-13,26.228,2023,9,13,2,26.08
1011,2023-09-14,26.573,2023,9,14,3,26.228
1012,2023-09-15,26.414,2023,9,15,4,26.573
1013,2023-09-16,26.532,2023,9,16,5,26.414
1014,2023-09-17,26.454,2023,9,17,6,26.532
1015,2023-09-18,26.771,2023,9,18,0,26.454
1016,2023-09-19,27.178,2023,9,19,1,26.771
1017,2023-09-20,27.095,2023,9,20,2,27.178
1018,2023-09-21,26.595,2023,9,21,3,27.095
1019,2023-09-22,26.53,2023,9,22,4,26.595
1020,2023-09-23,26.588,2023,9,23,5,26.53
1021,2023-09-24,26.503,2023,9,24,6,26.588
1022,2023-09-25,26.31,2023,9,25,0,26.503
1023,2023-09-26,26.157,2023,9,26,1,26.31
1024,2023-09-27,26.241,2023,9,27,2,26.157
1025,2023-09-28,27.085,2023,9,28,3,26.241
1026,2023-09-29,26.899,2023,9,29,4,27.085
1027,2023-09-30,27.064,2023,9,30,5,26.899
1028,2023-10-01,27.11,2023,10,1,6,27.064
1029,2023-10-02,27.831,2023,10,2,0,27.11
1030,2023-10-03,27.391,2023,10,3,1,27.831
1031,2023-10-04,27.659,2023,10,4,2,27.391
1032,2023-10-05,27.481,2023,10,5,3,27.659
1033,2023-10-06,27.987,2023,10,6,4,27.481
1034,2023-10-07,27.927,2023,10,7,5,27.987
1035,2023-10-08,27.915,2023,10,8,6,27.927
1036,2023-10-09,27.578,2023,10,9,0,27.915
1037,2023-10-10,27.395,2023,10,10,1,27.578
1038,2023-10-11,26.718,2023,10,11,2,27.395
1039,2023-10-12,26.734,2023,10,12,3,26.718
1040,2023-10-13,26.944,2023,10,13,4,26.734
1041,2023-10-14,26.839,2023,10,14,5,26.944
1042,2023-10-15,27.209,2023,10,15,6,26.839
1043,2023-10-16,28.344,2023,10,16,0,27.209
1044,2023-10-17,28.45,2023,10,17,1,28.344
1045,2023-10-18,28.256,2023,10,18,2,28.45
1046,2023-10-19,28.705,2023,10,19,3,28.256
1047,2023-10-20,29.582,2023,10,20,4,28.705
1048,2023-10-21,30.009,2023,10,21,5,29.582
1049,2023-10-22,29.848,2023,10,22,6,30.009
1050,2023-10-23,31.531,2023,10,23,0,29.848
1051,2023-10-24,33.665,2023,10,24,1,31.531
1052,2023-10-25,34.689,2023,10,25,2,33.665
1053,2023-10-26,34.188,2023,10,26,3,34.689
1054,2023-10-27,33.774,2023,10,27,4,34.188
1055,2023-10-28,34.07,2023,10,28,5,33.774
1056,2023-10-29,34.514,2023,10,29,6,34.07
1057,2023-10-30,34.437,2023,10,30,0,34.514
1058,2023-10-31,34.646,2023,10,31,1,34.437
1059,2023-11-01,35.302,2023,11,1,2,34.646
1060,2023-11-02,34.933,2023,11,2,3,35.302
1061,2023-11-03,34.61,2023,11,3,4,34.933
1062,2023-11-04,34.769,2023,11,4,5,34.61
1063,2023-11-05,35.051,2023,11,5,6,34.769
1064,2023-11-06,35.027,2023,11,6,0,35.051
1065,2023-11-07,35.624,2023,11,7,1,35.027
1066,2023-11-08,35.612,2023,11,8,2,35.624
1067,2023-11-09,36.551,2023,11,9,3,35.612
1068,2023-11-10,37.276,2023,11,10,4,36.551
1069,2023-11-11,37.037,2023,11,11,5,37.276
1070,2023-11-12,37.161,2023,11,12,6,37.037
